customer_id,name,plan_type,region
1591,Ira Banerjee,Prepaid,Bengaluru
1592,Ishita Dhillon,Postpaid,Kochi
1593,Ishita Chatterjee,Postpaid,Chennai
1594,Arnav Mukherjee,Prepaid,Bengaluru
1595,Saanvi Deshpande,Prepaid,Pune
1596,Rajesh Bose,Prepaid,Mumbai
1597,Arjun Khanna,Postpaid,Nagpur
1598,Preeti Pandey,Prepaid,Nagpur
1599,Meera Mehta,Postpaid,Surat
1600,Shreya Agarwal,Prepaid,Indore
1601,Aadhya Trivedi,Postpaid,Jaipur
1602,Nisha Chopra,Postpaid,Delhi
1603,Ayaan Mishra,Postpaid,Kolkata
1604,Ira Ghosh,Postpaid,Delhi
1605,Arjun Khanna,Postpaid,Ahmedabad
1606,Nisha Jadhav,Postpaid,Pune
1607,Divya Sharma,Prepaid,Hyderabad
1608,Shaurya Kapoor,Postpaid,Indore
1609,Vikram Mukherjee,Prepaid,Hyderabad
1610,Arjun Sinha,Prepaid,Bengaluru
1611,Anjali Khanna,Prepaid,Hyderabad
1612,Pooja Kulkarni,Postpaid,Nagpur
1613,Preeti Pawar,Prepaid,Chennai
1614,Krishna Mishra,Postpaid,Indore
1615,Amit Naidu,Postpaid,Indore
1616,Atharv Jain,Postpaid,Chandigarh
1617,Aditya Patel,Prepaid,Chennai
1618,Reyansh Banerjee,Postpaid,Chandigarh
1619,Ankit Iyer,Prepaid,Bengaluru
1620,Zara Choudhury,Postpaid,Chennai
1621,Vikram Choudhury,Postpaid,Ahmedabad
1622,Amit Menon,Postpaid,Kochi
1623,Shreya Chopra,Postpaid,Nagpur
1624,Vivaan Mukherjee,Postpaid,Lucknow
1625,Ishaan Pandey,Postpaid,Indore
1626,Meera Kaur,Prepaid,Ahmedabad
1627,Priya Kapoor,Prepaid,Kochi
1628,Arjun Ghosh,Postpaid,Chennai
1629,Sneha Patil,Postpaid,Chennai
1630,Anika Pawar,Prepaid,Delhi
1631,Shreya Kaur,Prepaid,Kolkata
1632,Vivaan Kulkarni,Postpaid,Hyderabad
1633,Atharv Pandey,Prepaid,Hyderabad
1634,Pooja Choudhury,Postpaid,Nagpur
1635,Avni Kumar,Prepaid,Chandigarh
1636,Ira Naidu,Postpaid,Lucknow
1637,Priya Krishnan,Postpaid,Bengaluru
1638,Ananya Deshpande,Postpaid,Chandigarh
1639,Rohan Pawar,Postpaid,Ahmedabad
1640,Priya Jain,Prepaid,Pune
1641,Anjali Chopra,Prepaid,Pune
1642,Shivansh Khanna,Prepaid,Kochi
1643,Reyansh Trivedi,Postpaid,Jaipur
1644,Rohan Naidu,Postpaid,Pune
1645,Ishaan Sinha,Postpaid,Surat
1646,Vikram Chatterjee,Prepaid,Pune
1647,Aditya Khanna,Prepaid,Bengaluru
1648,Zara Kulkarni,Postpaid,Kochi
1649,Priya Das,Prepaid,Nagpur
1650,Divya Malhotra,Postpaid,Chennai
1651,Krishna Choudhury,Prepaid,Kolkata
1652,Arjun More,Prepaid,Lucknow
1653,Prisha Kumar,Prepaid,Hyderabad
1654,Amit Dhillon,Postpaid,Mumbai
1655,Vihaan Nair,Prepaid,Chandigarh
1656,Zara Mehta,Postpaid,Lucknow
1657,Zara Bhatt,Postpaid,Lucknow
1658,Diya Khanna,Postpaid,Pune
1659,Dev Kumar,Prepaid,Lucknow
1660,Shreya Desai,Prepaid,Surat
1661,Tara Shah,Postpaid,Surat
1662,Riya Shah,Prepaid,Nagpur
1663,Vikram Trivedi,Prepaid,Surat
1664,Dhruv Khanna,Prepaid,Delhi
1665,Navya Sinha,Prepaid,Surat
1666,Amit Khanna,Postpaid,Lucknow
1667,Divya Krishnan,Postpaid,Surat
1668,Shaurya Menon,Postpaid,Pune
1669,Diya Rao,Postpaid,Chennai
1670,Aayush Deshpande,Postpaid,Kochi
1671,Ananya Sharma,Postpaid,Indore
1672,Aarohi Sinha,Prepaid,Chennai
1673,Preeti Patil,Postpaid,Nagpur
1674,Suresh Menon,Postpaid,Mumbai
1675,Vikram More,Prepaid,Chennai
1676,Shaurya Bhatt,Postpaid,Surat
1677,Saanvi Sharma,Postpaid,Hyderabad
1678,Saanvi Kulkarni,Postpaid,Bengaluru
1679,Navya Ghosh,Prepaid,Pune
1680,Dev Mukherjee,Prepaid,Delhi
1681,Kabir Rao,Postpaid,Pune
1682,Aadhya Mishra,Postpaid,Kochi
1683,Ishaan Patil,Postpaid,Bengaluru
1684,Preeti Desai,Prepaid,Chennai
1685,Priya Iyer,Postpaid,Kochi
1686,Kavita Mukherjee,Postpaid,Kochi
1687,Anjali Bhatt,Prepaid,Indore
1688,Saanvi Pawar,Prepaid,Chandigarh
1689,Rajesh Krishnan,Postpaid,Mumbai
1690,Tara Sinha,Prepaid,Delhi
1691,Riya Naidu,Prepaid,Ahmedabad
1692,Divya Iyer,Prepaid,Bengaluru
1693,Avni Krishnan,Postpaid,Mumbai
1694,Vihaan Das,Postpaid,Mumbai
1695,Meera Menon,Postpaid,Indore
1696,Arjun Deshpande,Prepaid,Chandigarh
1697,Manoj Deshpande,Prepaid,Chandigarh
1698,Ankit Pawar,Postpaid,Kochi
1699,Vivaan Mishra,Postpaid,Nagpur
1700,Aarav Das,Prepaid,Delhi
1701,Suresh Chatterjee,Prepaid,Chandigarh
1702,Arjun Singh,Postpaid,Delhi
1703,Aarohi Pandey,Prepaid,Indore
1704,Shaurya Jadhav,Postpaid,Bengaluru
1705,Meera Saxena,Postpaid,Nagpur
1706,Tara Saxena,Postpaid,Mumbai
1707,Vihaan More,Prepaid,Lucknow
1708,Ishita Chatterjee,Prepaid,Chennai
1709,Divya Mishra,Prepaid,Kochi
1710,Prisha Sharma,Prepaid,Pune
1711,Ankit Pawar,Postpaid,Chandigarh
1712,Karan Desai,Prepaid,Jaipur
1713,Rohan Iyer,Postpaid,Kolkata
1714,Zara Rao,Prepaid,Indore
1715,Kabir Pandey,Prepaid,Kolkata
1716,Ira Singh,Prepaid,Ahmedabad
1717,Aditya Kulkarni,Prepaid,Kolkata
1718,Dhruv Patel,Postpaid,Jaipur
1719,Prisha Pillai,Prepaid,Indore
1720,Ishita Kumar,Prepaid,Chandigarh
1721,Aarohi Desai,Postpaid,Ahmedabad
1722,Kavita Pawar,Postpaid,Kolkata
1723,Navya Iyer,Prepaid,Hyderabad
1724,Navya Malhotra,Prepaid,Chandigarh
1725,Ritu Shah,Postpaid,Chandigarh
1726,Neha Kumar,Postpaid,Lucknow
1727,Kabir Saxena,Postpaid,Kochi
1728,Manoj Pandey,Prepaid,Pune
1729,Karan Shah,Postpaid,Kolkata
1730,Avni Desai,Postpaid,Nagpur
1731,Reyansh Iyer,Postpaid,Surat
1732,Arjun Naidu,Postpaid,Hyderabad
1733,Anjali Krishnan,Prepaid,Hyderabad
1734,Saanvi Kapoor,Prepaid,Bengaluru
1735,Dev Gupta,Postpaid,Nagpur
1736,Rahul Gupta,Prepaid,Delhi
1737,Kiara Saxena,Prepaid,Nagpur
1738,Sai Jain,Prepaid,Jaipur
1739,Ira Banerjee,Postpaid,Surat
1740,Aarav Das,Prepaid,Kochi
1741,Ishaan Bhatt,Prepaid,Kochi
1742,Kavita Dhillon,Prepaid,Hyderabad
1743,Tara Bose,Postpaid,Indore
1744,Aarohi Saxena,Postpaid,Chandigarh
1745,Dev Chatterjee,Postpaid,Pune
1746,Rahul Menon,Postpaid,Jaipur
1747,Krishna Bhatt,Postpaid,Surat
1748,Ira Mukherjee,Postpaid,Hyderabad
1749,Aditya Sinha,Prepaid,Kochi
1750,Atharv Verma,Postpaid,Chandigarh
1751,Zara Ghosh,Postpaid,Pune
1752,Atharv Jain,Postpaid,Kolkata
1753,Karan Sinha,Prepaid,Jaipur
1754,Anjali Jadhav,Postpaid,Pune
1755,Arnav Trivedi,Postpaid,Jaipur
1756,Aadhya Chatterjee,Prepaid,Chennai
1757,Aayush Pillai,Postpaid,Chennai
1758,Tara Pillai,Prepaid,Chandigarh
1759,Aditya Singh,Prepaid,Indore
1760,Aarav Pandey,Prepaid,Nagpur
1761,Aryan Desai,Prepaid,Kochi
1762,Atharv Sharma,Prepaid,Chandigarh
1763,Ankit Mukherjee,Prepaid,Ahmedabad
1764,Aryan More,Postpaid,Lucknow
1765,Neha Verma,Prepaid,Chandigarh
1766,Anjali Pandey,Prepaid,Delhi
1767,Sneha Malhotra,Postpaid,Delhi
1768,Pooja Kaur,Postpaid,Indore
1769,Tara Shah,Prepaid,Surat
1770,Krishna Krishnan,Prepaid,Kolkata
1771,Diya Choudhury,Postpaid,Nagpur
1772,Rohan Malhotra,Postpaid,Mumbai
1773,Rahul Mishra,Postpaid,Ahmedabad
1774,Saanvi Kaur,Prepaid,Pune
1775,Vihaan Gupta,Prepaid,Mumbai
1776,Vikram Saxena,Postpaid,Chandigarh
1777,Priya Kumar,Prepaid,Kochi
1778,Aadhya Gupta,Postpaid,Nagpur
1779,Suresh Jadhav,Postpaid,Ahmedabad
1780,Avni Reddy,Prepaid,Kolkata
1781,Ira Kaur,Postpaid,Pune
1782,Aditya Singh,Postpaid,Surat
1783,Divya Sinha,Prepaid,Chennai
1784,Zara Agarwal,Prepaid,Kolkata
1785,Ritu Iyer,Postpaid,Surat
1786,Sai Chopra,Prepaid,Ahmedabad
1787,Saanvi Sinha,Postpaid,Lucknow
1788,Meera Pillai,Postpaid,Hyderabad
1789,Arnav Nair,Prepaid,Chandigarh
1790,Dhruv Chatterjee,Prepaid,Mumbai
1791,Suresh Desai,Prepaid,Bengaluru
1792,Kavita Choudhury,Postpaid,Indore
1793,Ravi Verma,Postpaid,Indore
1794,Rajesh Trivedi,Prepaid,Bengaluru
1795,Anjali Saxena,Postpaid,Chennai
1796,Vihaan Ghosh,Postpaid,Mumbai
1797,Shivansh Choudhury,Postpaid,Indore
1798,Saanvi Dhillon,Prepaid,Mumbai
1799,Kiara Iyer,Postpaid,Kochi
1800,Anaya Patil,Prepaid,Kochi
1801,Karan Agarwal,Postpaid,Mumbai
1802,Ayaan Sharma,Postpaid,Jaipur
1803,Rahul Malhotra,Prepaid,Chennai
1804,Ayaan Shah,Postpaid,Jaipur
1805,Anjali Naidu,Postpaid,Mumbai
1806,Vivaan Gupta,Postpaid,Chandigarh
1807,Ayaan Roy,Postpaid,Nagpur
1808,Karan Sharma,Postpaid,Hyderabad
1809,Karan Gupta,Prepaid,Ahmedabad
1810,Sneha Mehta,Postpaid,Chennai
1811,Shaurya Malhotra,Postpaid,Pune
1812,Neha Iyer,Prepaid,Chennai
1813,Suresh Malhotra,Postpaid,Pune
1814,Priya Singh,Postpaid,Pune
1815,Saanvi Patil,Postpaid,Ahmedabad
1816,Preeti Jain,Postpaid,Mumbai
1817,Shaurya Chopra,Prepaid,Hyderabad
1818,Amit Choudhury,Postpaid,Indore
1819,Ishita Banerjee,Postpaid,Bengaluru
1820,Suresh Jadhav,Prepaid,Pune
1821,Ravi Roy,Prepaid,Jaipur
1822,Ravi Shah,Postpaid,Bengaluru
1823,Aarohi Kaur,Postpaid,Ahmedabad
1824,Anaya Bose,Postpaid,Hyderabad
1825,Kiara Mishra,Postpaid,Mumbai
1826,Zara Sinha,Prepaid,Ahmedabad
1827,Divya Shah,Prepaid,Kochi
1828,Ankit Dhillon,Prepaid,Jaipur
1829,Myra Khanna,Prepaid,Nagpur
1830,Avni Pandey,Postpaid,Chennai
1831,Aryan Chopra,Prepaid,Pune
1832,Kabir Iyer,Postpaid,Indore
1833,Karan Singh,Postpaid,Ahmedabad
1834,Priya Ghosh,Postpaid,Chandigarh
1835,Pooja Kaur,Postpaid,Chandigarh
1836,Aditya Mukherjee,Prepaid,Mumbai
1837,Shivansh Bose,Postpaid,Chennai
1838,Dev Choudhury,Prepaid,Ahmedabad
1839,Dev Pawar,Postpaid,Indore
1840,Amit Joshi,Prepaid,Delhi
1841,Krishna Kapoor,Prepaid,Chandigarh
1842,Dhruv Krishnan,Prepaid,Jaipur
1843,Rahul Mishra,Postpaid,Indore
1844,Vihaan Ghosh,Prepaid,Bengaluru
1845,Vivaan Bhatt,Prepaid,Pune
1846,Manoj Gupta,Prepaid,Nagpur
1847,Aayush Iyer,Postpaid,Pune
1848,Amit Deshpande,Prepaid,Chandigarh
1849,Priya Chatterjee,Postpaid,Mumbai
1850,Rajesh Kaur,Postpaid,Bengaluru
1851,Sai Chopra,Prepaid,Indore
1852,Reyansh Rao,Prepaid,Nagpur
1853,Amit Jadhav,Prepaid,Lucknow
1854,Myra Mehta,Prepaid,Chandigarh
1855,Ananya Naidu,Prepaid,Bengaluru
1856,Anjali Joshi,Postpaid,Kolkata
1857,Myra Mishra,Prepaid,Chennai
1858,Aryan More,Postpaid,Hyderabad
1859,Vivaan Choudhury,Prepaid,Jaipur
1860,Ritu Joshi,Postpaid,Delhi
1861,Reyansh Das,Prepaid,Pune
1862,Arnav Dhillon,Prepaid,Ahmedabad
1863,Krishna Pillai,Prepaid,Bengaluru
1864,Ravi Jain,Postpaid,Mumbai
1865,Sara More,Postpaid,Chandigarh
1866,Aryan Agarwal,Postpaid,Ahmedabad
1867,Vikram Ghosh,Prepaid,Bengaluru
1868,Rohan Deshpande,Prepaid,Nagpur
1869,Vihaan Dhillon,Postpaid,Surat
1870,Preeti Ghosh,Prepaid,Lucknow
1871,Shaurya Agarwal,Prepaid,Kolkata
1872,Navya Rao,Prepaid,Bengaluru
1873,Advait Iyer,Postpaid,Hyderabad
1874,Kavita Nair,Postpaid,Hyderabad
1875,Ananya Trivedi,Prepaid,Chandigarh
1876,Aadhya Trivedi,Postpaid,Chennai
1877,Ananya Agarwal,Postpaid,Ahmedabad
1878,Arjun Chatterjee,Prepaid,Jaipur
1879,Shaurya Jain,Postpaid,Chandigarh
1880,Pooja Jadhav,Postpaid,Hyderabad
1881,Vihaan Trivedi,Postpaid,Kochi
1882,Riya Kulkarni,Postpaid,Chennai
1883,Ayaan Sinha,Prepaid,Indore
1884,Arnav Desai,Postpaid,Delhi
1885,Kiara Desai,Postpaid,Chennai
1886,Shivansh Deshpande,Postpaid,Chandigarh
1887,Pooja Rao,Prepaid,Pune
1888,Shivansh Pillai,Postpaid,Chandigarh
1889,Anika Patel,Postpaid,Chandigarh
1890,Ira Joshi,Prepaid,Kochi
1891,Riya Jadhav,Prepaid,Pune
1892,Ishita Patel,Postpaid,Pune
1893,Rohan Gupta,Postpaid,Nagpur
1894,Ishaan Bose,Prepaid,Indore
1895,Dhruv Ghosh,Postpaid,Nagpur
1896,Reyansh Choudhury,Postpaid,Chennai
1897,Preeti Nair,Prepaid,Nagpur
1898,Ira Kumar,Postpaid,Chandigarh
1899,Kiara Roy,Prepaid,Bengaluru
1900,Reyansh Khanna,Postpaid,Ahmedabad
1901,Kiara Menon,Prepaid,Chennai
1902,Arnav Pandey,Prepaid,Pune
1903,Ishita Jadhav,Prepaid,Kochi
1904,Ishita Nair,Prepaid,Chennai
1905,Reyansh Agarwal,Prepaid,Indore
1906,Riya Pawar,Postpaid,Jaipur
1907,Atharv Sinha,Postpaid,Lucknow
1908,Manoj Saxena,Postpaid,Mumbai
1909,Aryan Gupta,Postpaid,Chandigarh
1910,Dhruv Malhotra,Postpaid,Jaipur
1911,Neha Agarwal,Prepaid,Nagpur
1912,Shivansh Gupta,Postpaid,Lucknow
1913,Kabir Kaur,Postpaid,Nagpur
1914,Sai Pillai,Postpaid,Kolkata
1915,Suresh Das,Postpaid,Pune
1916,Ravi Khanna,Postpaid,Chandigarh
1917,Shreya Nair,Postpaid,Indore
1918,Amit Pawar,Prepaid,Delhi
1919,Krishna Patil,Postpaid,Delhi
1920,Ishaan Mehta,Postpaid,Jaipur
1921,Aarav Joshi,Prepaid,Kochi
1922,Tara Nair,Postpaid,Chennai
1923,Ishita Malhotra,Prepaid,Lucknow
1924,Rahul Kapoor,Prepaid,Bengaluru
1925,Kabir Jadhav,Prepaid,Delhi
1926,Vikram Patil,Postpaid,Kochi
1927,Advait Desai,Postpaid,Lucknow
1928,Ayaan Dhillon,Prepaid,Delhi
1929,Ira Bhatt,Prepaid,Chennai
1930,Ritu Desai,Postpaid,Delhi
1931,Aarav Kaur,Postpaid,Nagpur
1932,Ishaan Joshi,Prepaid,Jaipur
1933,Sai Desai,Postpaid,Mumbai
1934,Aayush Reddy,Prepaid,Bengaluru
1935,Rahul Chopra,Prepaid,Hyderabad
1936,Shivansh Nair,Prepaid,Mumbai
1937,Sneha Sinha,Prepaid,Ahmedabad
1938,Dev Mehta,Postpaid,Bengaluru
1939,Aayush Das,Prepaid,Surat
1940,Manoj Choudhury,Postpaid,Nagpur
1941,Ira Gupta,Prepaid,Chennai
1942,Arnav Rao,Postpaid,Bengaluru
1943,Suresh Agarwal,Prepaid,Kolkata
1944,Kiara Jadhav,Prepaid,Kolkata
1945,Anjali Roy,Postpaid,Indore
1946,Advait Verma,Postpaid,Kolkata
1947,Sneha Roy,Prepaid,Kochi
1948,Vikram Khanna,Prepaid,Indore
1949,Meera Bose,Postpaid,Hyderabad
1950,Ishaan Bose,Postpaid,Lucknow
1951,Kavita Singh,Prepaid,Bengaluru
1952,Zara Agarwal,Prepaid,Hyderabad
1953,Ishita Sinha,Postpaid,Bengaluru
1954,Divya Pawar,Prepaid,Indore
1955,Priya Singh,Prepaid,Ahmedabad
1956,Sai Sharma,Postpaid,Kolkata
1957,Aditya Kumar,Postpaid,Chandigarh
1958,Aarohi Patil,Postpaid,Hyderabad
1959,Advait Mishra,Prepaid,Lucknow
1960,Divya Pillai,Prepaid,Pune
1961,Ayaan Chopra,Prepaid,Chandigarh
1962,Tara Das,Prepaid,Chandigarh
1963,Ravi Mishra,Prepaid,Pune
1964,Advait Joshi,Prepaid,Delhi
1965,Saanvi Gupta,Postpaid,Mumbai
1966,Ankit Choudhury,Prepaid,Pune
1967,Kabir More,Prepaid,Mumbai
1968,Aarav Dhillon,Prepaid,Kochi
1969,Aarav Mehta,Postpaid,Bengaluru
1970,Sneha Krishnan,Postpaid,Chennai
1971,Rahul Nair,Postpaid,Kochi
1972,Nisha Rao,Prepaid,Bengaluru
1973,Myra Joshi,Postpaid,Chandigarh
1974,Sai Kapoor,Prepaid,Jaipur
1975,Ankit Menon,Postpaid,Delhi
1976,Neha Sinha,Prepaid,Bengaluru
1977,Aadhya Kapoor,Prepaid,Surat
1978,Shreya Pawar,Prepaid,Kolkata
1979,Dhruv Menon,Prepaid,Delhi
1980,Avni Sharma,Prepaid,Delhi
1981,Priya Mukherjee,Postpaid,Surat
1982,Atharv Shah,Prepaid,Chandigarh
1983,Myra Dhillon,Postpaid,Kolkata
1984,Ravi Bose,Postpaid,Surat
1985,Aayush Agarwal,Postpaid,Nagpur
1986,Sai Sinha,Postpaid,Mumbai
1987,Pooja Pawar,Prepaid,Chennai
1988,Prisha Krishnan,Prepaid,Hyderabad
1989,Sai Deshpande,Postpaid,Indore
1990,Avni Chopra,Postpaid,Mumbai
1991,Anjali Deshpande,Prepaid,Bengaluru
1992,Diya Khanna,Postpaid,Kochi
1993,Preeti Bose,Postpaid,Bengaluru
1994,Ritu Trivedi,Prepaid,Kochi
1995,Meera Pillai,Prepaid,Chennai
1996,Aarav Pandey,Prepaid,Kolkata
1997,Divya Chatterjee,Prepaid,Bengaluru
1998,Aarav More,Postpaid,Nagpur
1999,Dhruv Chopra,Prepaid,Kolkata
2000,Sneha Bose,Postpaid,Jaipur
